Date,Location,Mall,On_Off_Cmd,A/M_Status,Run_Status,Trip_Status,Schedule_Mode,Time_Schedule,Power_Consumption_in_kwh,Filter_Status,Indoor_Temperature,Airflow_Rates_in_CFM,Month,Is_Weekend,Season,Climate_Prone,Outdoor_Temperature,Occupancy,Fan_Speed,Air_Filter,Air_Quality_PPM,Power_consumption_kwh
2021-08-02,Bangalore,Marketcity,On,Auto,On,Normal,Off,Off,2.0,Clean,20,407.0,,,,,,,,,,
2021-08-03,Bangalore,Marketcity,On,Manual,On,Normal,Scheduled,Scheduled,2.4,Clean,21,428.0,,,,,,,,,,
2021-08-04,Bangalore,Marketcity,On,Manual,On,Normal,Scheduled,Scheduled,2.1,Clean,15,355.0,,,,,,,,,,
2021-08-05,Bangalore,Marketcity,On,Auto,On,Trip,Scheduled,Scheduled,2.0,Clean,21,379.0,,,,,,,,,,
2021-08-06,Bangalore,Marketcity,On,Auto,On,Normal,Off,Off,1.8,Clean,16,456.0,,,,,,,,,,
2021-08-07,Bangalore,Marketcity,On,Auto,On,Normal,Off,Off,1.9,Clean,24,487.0,,,,,,,,,,
2021-08-08,Bangalore,Marketcity,On,Auto,On,Normal,Scheduled,Scheduled,2.4,Clean,22,402.0,,,,,,,,,,
2021-08-09,Bangalore,Marketcity,On,Manual,On,Normal,Off,Off,2.2,Clean,21,464.0,,,,,,,,,,
2021-08-10,Bangalore,Marketcity,On,Manual,On,Normal,Off,Off,2.4,Clean,27,439.0,,,,,,,,,,
2021-08-11,Bangalore,Marketcity,On,Auto,On,Normal,Off,Off,2.0,Clean,19,419.0,,,,,,,,,,
2021-08-12,Bangalore,Marketcity,On,Auto,Off,Normal,Off,Off,0.0,Clean,26,0.0,,,,,,,,,,
2021-08-13,Bangalore,Marketcity,On,Auto,On,Normal,Off,Off,2.2,Clean,27,391.0,,,,,,,,,,
2021-08-14,Bangalore,Marketcity,On,Auto,On,Trip,Scheduled,Scheduled,2.0,Dirty,27,366.0,,,,,,,,,,
2021-08-15,Bangalore,Marketcity,On,Auto,On,Trip,Off,Off,1.9,Clean,19,367.0,,,,,,,,,,
2021-08-16,Bangalore,Marketcity,On,Auto,On,Normal,Off,Off,1.9,Dirty,22,446.0,,,,,,,,,,
2021-08-17,Bangalore,Marketcity,On,Auto,On,Normal,Scheduled,Scheduled,2.0,Dirty,18,448.0,,,,,,,,,,
2021-08-18,Bangalore,Marketcity,On,Auto,On,Trip,Off,Off,2.1,Clean,26,430.0,,,,,,,,,,
2021-08-19,Bangalore,Marketcity,On,Manual,On,Normal,Scheduled,Scheduled,2.1,Clean,24,420.0,,,,,,,,,,
2021-08-20,Bangalore,Marketcity,On,Auto,On,Normal,Scheduled,Scheduled,2.4,Clean,19,409.0,,,,,,,,,,
2021-08-21,Bangalore,Marketcity,On,Auto,On,Normal,Off,Off,2.2,Clean,26,408.0,,,,,,,,,,
2021-08-22,Bangalore,Marketcity,On,Manual,On,Normal,Scheduled,Scheduled,1.9,Dirty,21,376.0,,,,,,,,,,
2021-08-23,Bangalore,Marketcity,On,Auto,On,Normal,Off,Off,2.2,Clean,23,396.0,,,,,,,,,,
2021-08-24,Bangalore,Marketcity,On,Manual,On,Trip,Off,Off,2.3,Clean,18,484.0,,,,,,,,,,
2021-08-25,Bangalore,Marketcity,On,Auto,On,Normal,Off,Off,2.3,Dirty,15,406.0,,,,,,,,,,
2021-08-26,Bangalore,Marketcity,On,Manual,On,Trip,Scheduled,Scheduled,2.3,Clean,15,432.0,,,,,,,,,,
2021-08-27,Bangalore,Marketcity,On,Manual,On,Normal,Scheduled,Scheduled,2.4,Clean,18,424.0,,,,,,,,,,
2021-08-28,Bangalore,Marketcity,On,Auto,On,Normal,Scheduled,Scheduled,2.2,Dirty,22,453.0,,,,,,,,,,
2021-08-29,Bangalore,Marketcity,On,Auto,On,Normal,Off,Off,2.5,Clean,23,403.0,,,,,,,,,,
2021-08-30,Bangalore,Marketcity,On,Manual,On,Normal,Scheduled,Scheduled,1.9,Clean,18,399.0,,,,,,,,,,
2021-08-31,Bangalore,Marketcity,On,Manual,On,Normal,Off,Off,2.1,Clean,15,433.0,,,,,,,,,,
2021-09-01,Bangalore,Marketcity,On,Auto,On,Trip,Scheduled,Scheduled,2.0,Clean,25,410.0,,,,,,,,,,
2021-09-02,Bangalore,Marketcity,On,Manual,On,Normal,Off,Off,2.0,Dirty,15,435.0,,,,,,,,,,
2021-09-03,Bangalore,Marketcity,On,Manual,On,Normal,Scheduled,Scheduled,2.4,Clean,24,360.0,,,,,,,,,,
2021-09-04,Bangalore,Marketcity,On,Auto,On,Trip,Off,Off,2.4,Clean,21,387.0,,,,,,,,,,
2021-09-05,Bangalore,Marketcity,On,Auto,On,Normal,Scheduled,Scheduled,2.1,Clean,23,471.0,,,,,,,,,,
2021-09-06,Bangalore,Marketcity,On,Manual,On,Normal,Scheduled,Scheduled,1.9,Clean,27,364.0,,,,,,,,,,
2021-09-07,Bangalore,Marketcity,On,Manual,On,Normal,Scheduled,Scheduled,2.4,Dirty,22,410.0,,,,,,,,,,
2021-09-08,Bangalore,Marketcity,On,Auto,On,Normal,Off,Off,2.4,Clean,15,382.0,,,,,,,,,,
2021-09-09,Bangalore,Marketcity,On,Auto,On,Normal,Off,Off,2.0,Clean,25,455.0,,,,,,,,,,
2021-09-10,Bangalore,Marketcity,On,Auto,On,Normal,Scheduled,Scheduled,2.0,Clean,16,411.0,,,,,,,,,,
2021-09-11,Bangalore,Marketcity,On,Auto,On,Normal,Scheduled,Scheduled,2.3,Clean,18,396.0,,,,,,,,,,
2021-09-12,Bangalore,Marketcity,On,Auto,On,Normal,Off,Off,2.4,Clean,15,471.0,,,,,,,,,,
2021-09-13,Bangalore,Marketcity,On,Auto,On,Normal,Scheduled,Scheduled,1.9,Clean,19,438.0,,,,,,,,,,
2021-09-14,Bangalore,Marketcity,On,Manual,On,Normal,Off,Off,2.1,Clean,15,414.0,,,,,,,,,,
2021-09-15,Bangalore,Marketcity,On,Manual,On,Normal,Scheduled,Scheduled,2.2,Clean,18,478.0,,,,,,,,,,
2021-09-16,Bangalore,Marketcity,On,Manual,On,Normal,Off,Off,2.2,Clean,26,363.0,,,,,,,,,,
2021-09-17,Bangalore,Marketcity,On,Manual,On,Trip,Scheduled,Scheduled,2.2,Clean,21,443.0,,,,,,,,,,
2021-09-18,Bangalore,Marketcity,On,Auto,On,Trip,Off,Off,2.3,Clean,18,477.0,,,,,,,,,,
2021-09-19,Bangalore,Marketcity,On,Auto,On,Normal,Off,Off,1.9,Clean,16,465.0,,,,,,,,,,
2021-09-20,Bangalore,Marketcity,On,Manual,On,Normal,Scheduled,Scheduled,2.4,Dirty,18,491.0,,,,,,,,,,
2021-09-21,Bangalore,Marketcity,On,Auto,On,Normal,Scheduled,Scheduled,2.2,Clean,22,406.0,,,,,,,,,,
2021-09-22,Bangalore,Marketcity,On,Manual,On,Normal,Off,Off,2.3,Clean,19,436.0,,,,,,,,,,
2021-09-23,Bangalore,Marketcity,On,Manual,On,Normal,Scheduled,Scheduled,2.4,Clean,18,362.0,,,,,,,,,,
2021-09-24,Bangalore,Marketcity,On,Manual,On,Trip,Off,Off,2.1,Clean,19,405.0,,,,,,,,,,
2021-09-25,Bangalore,Marketcity,On,Auto,On,Trip,Off,Off,1.9,Clean,24,491.0,,,,,,,,,,
2021-09-26,Bangalore,Marketcity,On,Auto,On,Normal,Off,Off,2.1,Clean,16,384.0,,,,,,,,,,
2021-09-27,Bangalore,Marketcity,On,Auto,On,Normal,Off,Off,1.9,Clean,27,387.0,,,,,,,,,,
2021-09-28,Bangalore,Marketcity,On,Manual,On,Normal,Off,Off,1.9,Clean,15,453.0,,,,,,,,,,
2021-09-29,Bangalore,Marketcity,On,Auto,On,Normal,Scheduled,Scheduled,2.4,Clean,24,350.0,,,,,,,,,,
2021-09-30,Bangalore,Marketcity,On,Auto,On,Normal,Scheduled,Scheduled,2.2,Clean,19,487.0,,,,,,,,,,
2021-10-01,Bangalore,Marketcity,On,Auto,On,Normal,Scheduled,Scheduled,1.9,Clean,23,437.0,,,,,,,,,,
2021-10-02,Bangalore,Marketcity,On,Auto,On,Normal,Scheduled,Scheduled,1.9,Clean,22,411.0,,,,,,,,,,
2021-10-03,Bangalore,Marketcity,On,Auto,On,Trip,Scheduled,Scheduled,2.3,Dirty,26,391.0,,,,,,,,,,
2021-10-04,Bangalore,Marketcity,On,Auto,On,Normal,Scheduled,Scheduled,2.0,Clean,18,352.0,,,,,,,,,,
2021-10-05,Bangalore,Marketcity,On,Manual,On,Normal,Scheduled,Scheduled,2.3,Clean,22,435.0,,,,,,,,,,
2021-10-06,Bangalore,Marketcity,On,Auto,On,Normal,Off,Off,2.1,Clean,22,374.0,,,,,,,,,,
2021-10-07,Bangalore,Marketcity,On,Auto,On,Normal,Off,Off,2.1,Clean,18,453.0,,,,,,,,,,
2021-10-08,Bangalore,Marketcity,On,Auto,On,Normal,Scheduled,Scheduled,2.4,Clean,18,433.0,,,,,,,,,,
2021-10-09,Bangalore,Marketcity,On,Auto,On,Normal,Off,Off,2.4,Dirty,19,364.0,,,,,,,,,,
2021-10-10,Bangalore,Marketcity,On,Manual,On,Normal,Off,Off,2.0,Clean,23,367.0,,,,,,,,,,
2021-10-11,Bangalore,Marketcity,On,Manual,On,Normal,Off,Off,2.5,Clean,26,415.0,,,,,,,,,,
2021-10-12,Bangalore,Marketcity,On,Manual,On,Trip,Scheduled,Scheduled,1.8,Clean,16,451.0,,,,,,,,,,
2021-10-13,Bangalore,Marketcity,On,Auto,On,Normal,Off,Off,1.9,Clean,25,382.0,,,,,,,,,,
2021-10-14,Bangalore,Marketcity,On,Auto,On,Normal,Off,Off,2.1,Dirty,22,465.0,,,,,,,,,,
2021-10-15,Bangalore,Marketcity,On,Manual,On,Normal,Off,Off,2.2,Clean,22,490.0,,,,,,,,,,
2021-10-16,Bangalore,Marketcity,On,Manual,On,Normal,Off,Off,1.8,Clean,16,421.0,,,,,,,,,,
2021-10-17,Bangalore,Marketcity,On,Manual,On,Normal,Off,Off,2.4,Clean,19,413.0,,,,,,,,,,
2021-10-18,Bangalore,Marketcity,On,Manual,On,Normal,Scheduled,Scheduled,2.4,Dirty,24,436.0,,,,,,,,,,
2021-10-19,Bangalore,Marketcity,On,Auto,On,Normal,Off,Off,2.4,Dirty,22,465.0,,,,,,,,,,
2021-10-20,Bangalore,Marketcity,On,Manual,On,Normal,Off,Off,2.0,Clean,27,486.0,,,,,,,,,,
2021-10-21,Bangalore,Marketcity,On,Auto,On,Normal,Scheduled,Scheduled,2.5,Clean,18,393.0,,,,,,,,,,
2021-10-22,Bangalore,Marketcity,On,Auto,Off,Normal,Off,Off,0.0,Clean,15,0.0,,,,,,,,,,
2021-10-23,Bangalore,Marketcity,On,Manual,On,Trip,Scheduled,Scheduled,1.9,Clean,26,457.0,,,,,,,,,,
2021-10-24,Bangalore,Marketcity,On,Auto,On,Normal,Off,Off,2.1,Clean,15,443.0,,,,,,,,,,
2021-10-25,Bangalore,Marketcity,On,Auto,On,Normal,Scheduled,Scheduled,1.9,Dirty,23,367.0,,,,,,,,,,
2021-10-26,Bangalore,Marketcity,On,Auto,Off,Normal,Off,Off,0.0,Clean,22,0.0,,,,,,,,,,
2021-10-27,Bangalore,Marketcity,On,Manual,On,Trip,Off,Off,1.8,Dirty,24,419.0,,,,,,,,,,
2021-10-28,Bangalore,Marketcity,On,Auto,On,Normal,Off,Off,2.4,Clean,24,436.0,,,,,,,,,,
2021-10-29,Bangalore,Marketcity,On,Auto,On,Normal,Scheduled,Scheduled,2.4,Dirty,16,479.0,,,,,,,,,,
2021-10-30,Bangalore,Marketcity,On,Manual,On,Normal,Off,Off,2.4,Clean,24,392.0,,,,,,,,,,
2021-10-31,Bangalore,Marketcity,On,Auto,On,Normal,Scheduled,Scheduled,2.4,Clean,16,490.0,,,,,,,,,,
2021-11-01,Bangalore,Marketcity,On,Manual,On,Trip,Scheduled,Scheduled,2.5,Clean,15,429.0,,,,,,,,,,
2021-11-02,Bangalore,Marketcity,On,Auto,On,Normal,Scheduled,Scheduled,2.2,Clean,21,391.0,,,,,,,,,,
2021-11-03,Bangalore,Marketcity,On,Manual,On,Normal,Scheduled,Scheduled,2.3,Clean,22,370.0,,,,,,,,,,
2021-11-04,Bangalore,Marketcity,On,Auto,On,Normal,Off,Off,2.1,Clean,25,415.0,,,,,,,,,,
2021-11-05,Bangalore,Marketcity,On,Manual,On,Normal,Off,Off,2.2,Clean,20,393.0,,,,,,,,,,
2021-11-06,Bangalore,Marketcity,On,Auto,On,Normal,Scheduled,Scheduled,1.9,Dirty,25,428.0,,,,,,,,,,
2021-11-07,Bangalore,Marketcity,On,Auto,On,Trip,Off,Off,2.3,Dirty,17,375.0,,,,,,,,,,
2021-11-08,Bangalore,Marketcity,On,Auto,On,Normal,Off,Off,2.2,Clean,18,435.0,,,,,,,,,,
2021-11-09,Bangalore,Marketcity,On,Auto,On,Normal,Scheduled,Scheduled,2.3,Clean,26,373.0,,,,,,,,,,
2021-11-10,Bangalore,Marketcity,On,Manual,Off,Normal,Off,Off,0.0,Clean,21,0.0,,,,,,,,,,
2021-11-11,Bangalore,Marketcity,On,Manual,On,Normal,Off,Off,2.0,Clean,25,467.0,,,,,,,,,,
2021-11-12,Bangalore,Marketcity,On,Auto,On,Normal,Scheduled,Scheduled,2.2,Clean,25,400.0,,,,,,,,,,
2021-11-13,Bangalore,Marketcity,On,Manual,On,Normal,Off,Off,2.3,Clean,15,358.0,,,,,,,,,,
2021-11-14,Bangalore,Marketcity,On,Manual,On,Trip,Off,Off,2.2,Clean,20,485.0,,,,,,,,,,
2021-11-15,Bangalore,Marketcity,On,Auto,On,Normal,Off,Off,2.5,Dirty,27,366.0,,,,,,,,,,
2021-11-16,Bangalore,Marketcity,On,Auto,On,Normal,Scheduled,Scheduled,1.9,Clean,18,370.0,,,,,,,,,,
2021-11-17,Bangalore,Marketcity,On,Manual,On,Normal,Scheduled,Scheduled,2.5,Dirty,20,459.0,,,,,,,,,,
2021-11-18,Bangalore,Marketcity,On,Auto,On,Normal,Off,Off,2.0,Clean,23,407.0,,,,,,,,,,
2021-11-19,Bangalore,Marketcity,On,Auto,On,Normal,Off,Off,2.2,Clean,25,370.0,,,,,,,,,,
2021-11-20,Bangalore,Marketcity,On,Auto,On,Trip,Off,Off,1.8,Clean,25,469.0,,,,,,,,,,
2021-11-21,Bangalore,Marketcity,On,Auto,On,Normal,Off,Off,2.0,Clean,23,378.0,,,,,,,,,,
2021-11-22,Bangalore,Marketcity,On,Auto,On,Normal,Off,Off,2.2,Clean,25,407.0,,,,,,,,,,
2021-11-23,Bangalore,Marketcity,On,Manual,Off,Normal,Off,Off,0.0,Clean,24,0.0,,,,,,,,,,
2021-11-24,Bangalore,Marketcity,On,Auto,On,Normal,Scheduled,Scheduled,2.2,Clean,20,404.0,,,,,,,,,,
2021-11-25,Bangalore,Marketcity,On,Auto,On,Normal,Scheduled,Scheduled,2.0,Dirty,23,352.0,,,,,,,,,,
2021-11-26,Bangalore,Marketcity,On,Auto,On,Trip,Scheduled,Scheduled,2.1,Clean,22,489.0,,,,,,,,,,
2021-11-27,Bangalore,Marketcity,On,Manual,On,Trip,Off,Off,2.2,Clean,27,408.0,,,,,,,,,,
2021-11-28,Bangalore,Marketcity,On,Auto,On,Trip,Off,Off,2.3,Clean,27,415.0,,,,,,,,,,
2021-11-29,Bangalore,Marketcity,On,Auto,On,Trip,Scheduled,Scheduled,2.0,Clean,15,378.0,,,,,,,,,,
2021-11-30,Bangalore,Marketcity,On,Auto,On,Normal,Off,Off,2.3,Dirty,25,382.0,,,,,,,,,,
2021-12-01,Bangalore,Marketcity,On,Auto,On,Normal,Off,Off,2.2,Clean,22,460.0,,,,,,,,,,
2021-12-02,Bangalore,Marketcity,On,Manual,On,Normal,Scheduled,Scheduled,2.1,Clean,16,458.0,,,,,,,,,,
2021-12-03,Bangalore,Marketcity,On,Manual,On,Trip,Off,Off,2.3,Clean,20,397.0,,,,,,,,,,
2021-12-04,Bangalore,Marketcity,On,Auto,On,Normal,Scheduled,Scheduled,2.3,Clean,24,437.0,,,,,,,,,,
2021-12-05,Bangalore,Marketcity,On,Auto,On,Normal,Off,Off,2.2,Clean,19,409.0,,,,,,,,,,
2021-12-06,Bangalore,Marketcity,On,Auto,On,Trip,Scheduled,Scheduled,2.2,Dirty,25,454.0,,,,,,,,,,
2021-12-07,Bangalore,Marketcity,On,Manual,On,Trip,Off,Off,2.1,Clean,19,495.0,,,,,,,,,,
2021-12-08,Bangalore,Marketcity,On,Auto,On,Normal,Off,Off,2.4,Clean,15,475.0,,,,,,,,,,
2021-12-09,Bangalore,Marketcity,On,Auto,Off,Normal,Off,Off,0.0,Clean,24,0.0,,,,,,,,,,
2021-12-10,Bangalore,Marketcity,On,Manual,On,Normal,Off,Off,1.8,Dirty,18,448.0,,,,,,,,,,
2021-12-11,Bangalore,Marketcity,On,Auto,Off,Normal,Off,Off,0.0,Dirty,19,0.0,,,,,,,,,,
2021-12-12,Bangalore,Marketcity,On,Auto,On,Trip,Scheduled,Scheduled,2.3,Clean,27,383.0,,,,,,,,,,
2021-12-13,Bangalore,Marketcity,On,Auto,On,Normal,Scheduled,Scheduled,2.2,Clean,17,472.0,,,,,,,,,,
2021-12-14,Bangalore,Marketcity,On,Auto,On,Normal,Off,Off,2.2,Clean,23,493.0,,,,,,,,,,
2021-12-15,Bangalore,Marketcity,On,Manual,On,Normal,Scheduled,Scheduled,2.1,Clean,18,392.0,,,,,,,,,,
2021-12-16,Bangalore,Marketcity,On,Manual,On,Normal,Off,Off,2.1,Clean,25,372.0,,,,,,,,,,
2021-12-17,Bangalore,Marketcity,On,Manual,On,Trip,Scheduled,Scheduled,2.4,Dirty,17,379.0,,,,,,,,,,
2021-12-18,Bangalore,Marketcity,On,Auto,On,Trip,Scheduled,Scheduled,2.3,Dirty,25,451.0,,,,,,,,,,
2021-12-19,Bangalore,Marketcity,On,Auto,On,Normal,Scheduled,Scheduled,2.4,Clean,22,495.0,,,,,,,,,,
2021-12-20,Bangalore,Marketcity,On,Auto,On,Normal,Scheduled,Scheduled,2.4,Clean,23,383.0,,,,,,,,,,
2021-12-21,Bangalore,Marketcity,On,Manual,On,Trip,Scheduled,Scheduled,2.0,Clean,26,497.0,,,,,,,,,,
2021-12-22,Bangalore,Marketcity,On,Auto,On,Normal,Off,Off,2.5,Dirty,16,479.0,,,,,,,,,,
2021-12-23,Bangalore,Marketcity,On,Manual,On,Normal,Off,Off,2.4,Clean,18,449.0,,,,,,,,,,
2021-12-24,Bangalore,Marketcity,On,Manual,On,Normal,Scheduled,Scheduled,2.4,Dirty,25,422.0,,,,,,,,,,
2021-12-25,Bangalore,Marketcity,On,Auto,On,Normal,Scheduled,Scheduled,2.5,Clean,16,390.0,,,,,,,,,,
2021-12-26,Bangalore,Marketcity,On,Auto,On,Normal,Off,Off,1.8,Clean,15,448.0,,,,,,,,,,
2021-12-27,Bangalore,Marketcity,On,Manual,On,Normal,Scheduled,Scheduled,2.1,Dirty,15,395.0,,,,,,,,,,
2021-12-28,Bangalore,Marketcity,On,Auto,Off,Normal,Off,Off,0.0,Clean,15,0.0,,,,,,,,,,
2021-12-29,Bangalore,Marketcity,On,Auto,On,Normal,Off,Off,2.4,Clean,25,354.0,,,,,,,,,,
2021-12-30,Bangalore,Marketcity,On,Auto,On,Normal,Scheduled,Scheduled,1.9,Dirty,23,401.0,,,,,,,,,,
2021-12-31,Bangalore,Marketcity,On,Auto,On,Normal,Scheduled,Scheduled,2.3,Clean,17,370.0,,,,,,,,,,
2022-01-01,Bangalore,Marketcity,On,Auto,On,Normal,Off,Off,1.9,Clean,25,475.0,,,,,,,,,,
2022-01-02,Bangalore,Marketcity,On,Auto,On,Normal,Scheduled,Scheduled,2.4,Dirty,20,403.0,,,,,,,,,,
2022-01-03,Bangalore,Marketcity,On,Manual,On,Normal,Scheduled,Scheduled,2.1,Clean,16,442.0,,,,,,,,,,
2022-01-04,Bangalore,Marketcity,On,Auto,On,Normal,Off,Off,2.2,Clean,19,412.0,,,,,,,,,,
2022-01-05,Bangalore,Marketcity,On,Manual,On,Normal,Scheduled,Scheduled,2.1,Clean,17,395.0,,,,,,,,,,
2022-01-06,Bangalore,Marketcity,On,Auto,On,Normal,Off,Off,2.5,Clean,22,406.0,,,,,,,,,,
2022-01-07,Bangalore,Marketcity,On,Auto,On,Normal,Scheduled,Scheduled,2.3,Clean,17,399.0,,,,,,,,,,
2022-01-08,Bangalore,Marketcity,On,Auto,On,Normal,Off,Off,1.9,Clean,17,407.0,,,,,,,,,,
2022-01-09,Bangalore,Marketcity,On,Auto,On,Normal,Scheduled,Scheduled,2.4,Dirty,20,492.0,,,,,,,,,,
2022-01-10,Bangalore,Marketcity,On,Manual,On,Normal,Off,Off,2.2,Clean,23,419.0,,,,,,,,,,
2022-01-11,Bangalore,Marketcity,On,Auto,On,Trip,Scheduled,Scheduled,2.3,Clean,26,374.0,,,,,,,,,,
2022-01-12,Bangalore,Marketcity,On,Auto,On,Normal,Scheduled,Scheduled,2.4,Clean,19,357.0,,,,,,,,,,
2022-01-13,Bangalore,Marketcity,On,Manual,On,Normal,Scheduled,Scheduled,2.3,Dirty,25,398.0,,,,,,,,,,
2022-01-14,Bangalore,Marketcity,On,Auto,On,Trip,Scheduled,Scheduled,2.4,Clean,15,420.0,,,,,,,,,,
2022-01-15,Bangalore,Marketcity,On,Manual,On,Normal,Off,Off,2.4,Clean,23,364.0,,,,,,,,,,
2022-01-16,Bangalore,Marketcity,On,Manual,On,Normal,Scheduled,Scheduled,2.3,Clean,17,354.0,,,,,,,,,,
2022-01-17,Bangalore,Marketcity,On,Manual,On,Normal,Scheduled,Scheduled,2.1,Clean,26,494.0,,,,,,,,,,
2022-01-18,Bangalore,Marketcity,On,Manual,On,Normal,Scheduled,Scheduled,1.9,Clean,22,482.0,,,,,,,,,,
2022-01-19,Bangalore,Marketcity,On,Manual,On,Trip,Scheduled,Scheduled,1.8,Clean,25,476.0,,,,,,,,,,
2022-01-20,Bangalore,Marketcity,On,Auto,On,Normal,Scheduled,Scheduled,2.2,Clean,21,483.0,,,,,,,,,,
2022-01-21,Bangalore,Marketcity,On,Manual,On,Trip,Off,Off,1.8,Clean,23,454.0,,,,,,,,,,
2022-01-22,Bangalore,Marketcity,On,Auto,On,Normal,Off,Off,2.4,Clean,24,418.0,,,,,,,,,,
2022-01-23,Bangalore,Marketcity,On,Auto,On,Normal,Scheduled,Scheduled,2.3,Dirty,19,403.0,,,,,,,,,,
2022-01-24,Bangalore,Marketcity,On,Manual,On,Normal,Scheduled,Scheduled,2.4,Clean,27,376.0,,,,,,,,,,
2022-01-25,Bangalore,Marketcity,On,Manual,On,Normal,Off,Off,2.0,Clean,27,396.0,,,,,,,,,,
2022-01-26,Bangalore,Marketcity,On,Auto,On,Trip,Off,Off,2.3,Clean,24,432.0,,,,,,,,,,
2022-01-27,Bangalore,Marketcity,On,Auto,On,Normal,Off,Off,1.9,Clean,22,479.0,,,,,,,,,,
2022-01-28,Bangalore,Marketcity,On,Auto,On,Normal,Off,Off,2.1,Dirty,26,417.0,,,,,,,,,,
2022-01-29,Bangalore,Marketcity,On,Auto,On,Normal,Scheduled,Scheduled,2.0,Dirty,16,447.0,,,,,,,,,,
2022-01-30,Bangalore,Marketcity,On,Auto,On,Normal,Off,Off,2.3,Clean,21,439.0,,,,,,,,,,
2022-01-31,Bangalore,Marketcity,On,Auto,On,Normal,Off,Off,2.1,Dirty,15,368.0,,,,,,,,,,
2022-02-01,Bangalore,Marketcity,On,Auto,On,Normal,Scheduled,Scheduled,1.9,Clean,25,362.0,,,,,,,,,,
2022-02-02,Bangalore,Marketcity,On,Auto,On,Normal,Scheduled,Scheduled,1.8,Clean,23,414.0,,,,,,,,,,
2022-02-03,Bangalore,Marketcity,On,Manual,On,Normal,Off,Off,2.2,Clean,25,404.0,,,,,,,,,,
2022-02-04,Bangalore,Marketcity,On,Auto,On,Normal,Scheduled,Scheduled,2.3,Dirty,27,437.0,,,,,,,,,,
2022-02-05,Bangalore,Marketcity,On,Auto,On,Trip,Off,Off,2.3,Clean,24,410.0,,,,,,,,,,
2022-02-06,Bangalore,Marketcity,On,Manual,On,Normal,Off,Off,2.0,Dirty,23,358.0,,,,,,,,,,
2022-02-07,Bangalore,Marketcity,On,Auto,On,Normal,Scheduled,Scheduled,2.2,Clean,27,388.0,,,,,,,,,,
2022-02-08,Bangalore,Marketcity,On,Manual,On,Trip,Off,Off,2.3,Clean,23,391.0,,,,,,,,,,
2022-02-09,Bangalore,Marketcity,On,Auto,Off,Normal,Off,Off,0.0,Clean,17,0.0,,,,,,,,,,
2022-02-10,Bangalore,Marketcity,On,Auto,On,Normal,Off,Off,2.4,Clean,24,394.0,,,,,,,,,,
2022-02-11,Bangalore,Marketcity,On,Auto,On,Normal,Scheduled,Scheduled,2.2,Clean,15,359.0,,,,,,,,,,
2022-02-12,Bangalore,Marketcity,On,Manual,On,Normal,Scheduled,Scheduled,1.8,Clean,19,397.0,,,,,,,,,,
2022-02-13,Bangalore,Marketcity,On,Manual,On,Trip,Off,Off,2.0,Clean,16,383.0,,,,,,,,,,
2022-02-14,Bangalore,Marketcity,On,Auto,On,Normal,Scheduled,Scheduled,1.8,Clean,17,393.0,,,,,,,,,,
2022-02-15,Bangalore,Marketcity,On,Auto,On,Trip,Scheduled,Scheduled,2.2,Dirty,21,401.0,,,,,,,,,,
2022-02-16,Bangalore,Marketcity,On,Manual,On,Trip,Off,Off,1.9,Clean,15,484.0,,,,,,,,,,
2022-02-17,Bangalore,Marketcity,On,Auto,On,Normal,Off,Off,2.3,Clean,19,471.0,,,,,,,,,,
2022-02-18,Bangalore,Marketcity,On,Auto,On,Trip,Scheduled,Scheduled,2.1,Dirty,21,448.0,,,,,,,,,,
2022-02-19,Bangalore,Marketcity,On,Manual,On,Normal,Off,Off,1.9,Clean,23,399.0,,,,,,,,,,
2022-02-20,Bangalore,Marketcity,On,Auto,On,Normal,Scheduled,Scheduled,1.9,Clean,16,457.0,,,,,,,,,,
2022-02-21,Bangalore,Marketcity,On,Auto,On,Normal,Scheduled,Scheduled,2.2,Clean,27,429.0,,,,,,,,,,
2022-02-22,Bangalore,Marketcity,On,Auto,On,Normal,Scheduled,Scheduled,2.4,Clean,19,476.0,,,,,,,,,,
2022-02-23,Bangalore,Marketcity,On,Manual,On,Normal,Off,Off,2.0,Dirty,23,364.0,,,,,,,,,,
2022-02-24,Bangalore,Marketcity,On,Auto,On,Normal,Off,Off,2.5,Clean,15,470.0,,,,,,,,,,
2022-02-25,Bangalore,Marketcity,On,Manual,On,Normal,Scheduled,Scheduled,1.9,Clean,23,477.0,,,,,,,,,,
2022-02-26,Bangalore,Marketcity,On,Auto,On,Normal,Scheduled,Scheduled,2.2,Clean,22,451.0,,,,,,,,,,
2022-02-27,Bangalore,Marketcity,On,Manual,On,Trip,Off,Off,2.2,Clean,16,449.0,,,,,,,,,,
2022-02-28,Bangalore,Marketcity,On,Auto,On,Normal,Off,Off,2.5,Clean,27,418.0,,,,,,,,,,
2022-03-01,Bangalore,Marketcity,On,Auto,On,Normal,Scheduled,Scheduled,2.2,Clean,17,456.0,,,,,,,,,,
2022-03-02,Bangalore,Marketcity,On,Manual,On,Normal,Scheduled,Scheduled,2.2,Dirty,15,430.0,,,,,,,,,,
2022-03-03,Bangalore,Marketcity,On,Auto,On,Trip,Off,Off,2.2,Clean,23,381.0,,,,,,,,,,
2022-03-04,Bangalore,Marketcity,On,Manual,On,Trip,Scheduled,Scheduled,2.4,Clean,15,498.0,,,,,,,,,,
